/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
reccjr3fZ10Yjdhz2,"non-residents, in-state residents, out-of-state residents according to website",AK,Deaths (confirmed and probable),"AK primary > button ""Select Residence"" > select to ""All"" >  ""Deaths"" ","non-residents, in-state residents, out-of-state residents",Residency,website,"Deaths includes numbers and breakdown for residents, which includes out-of-state residents, and non-residents.  ",https://coronavirus-response-alaska-dhss.hub.arcgis.com/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec8tSrfkf4J5Qfsf,residents according to website,NE,"Positive, Positive Cases (PCR)","NE dash > ""Total Positive Cases""",residents,Residency,website,"NE dashboard, state page and sleuthing had no information on Cases residency.",,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recNBrHKB7G0AIztT,unclear residency according to website,AS,Total Tests (PCR),"AS updates their data infrequently through press releases, emergency declarations and news articles note: check each link for new data, no need to start a thread if there isn't any",unclear residency,Residency,website,,,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recSSDitkhQj4Qkel,N/A residency according to website,AS,Positive,"AS updates their data infrequently through press releases, emergency declarations and news articles note: check each link for new data, no need to start a thread if there isn't any",N/A residency,Residency,website,,,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recWzRwcV5NYQwLEs,unclear residency according to website,NE,Deaths (confirmed and probable),"NE dash > tab ""Deaths"" > ""Deaths"" ",unclear residency,Residency,website,"NE dashboard, state page and sleuthing had no information on Deaths residency.",,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recO68374mEMnzfhX,unclear on labs missing negatives according to website,HI,Total Test Encounters (PCR),"HI primary > ""Total COVID-19 Tests""",unclear on labs missing negatives,Negative Reporting,website,"It's not totally clear whether Hawaii has any issue with missing negatives, though their ""Why Track these Numbers?"" section on their website defines the state's percent positivity calculation as: ""Total Test Encounters = New Positive Tests + All Negative T",https://health.hawaii.gov/coronavirusdisease2019/why-track-these-numbers/,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recdadSNlmnLMDdFB,unclear lab data source according to website,HI,Total Test Encounters (PCR),"HI primary > ""Total COVID-19 Tests""",unclear lab data source,Lab Data Source,website,It's not clear where Hawaii's testing information is coming from.,https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/#testing,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recCua6fgMRP90vf2,"CSTE confirmed cases, CSTE-2 probable cases according to website",WA,Positive,"WA dash > pg. 1 > ""Total Cases"" ","CSTE confirmed cases, CSTE-2 probable cases",Cases,website,"On the first tab of the dashboard, there is a note that says ""Confirmed cases are individuals with a positive molecular test for COVID-19. Probable cases are individuals with a positive antigen test for COVID-19 and no positive molecular test....""",https://www.doh.wa.gov/Emergencies/COVID19/DataDashboard,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recaODXr1HyDcnIvG,unclear on labs missing negatives according to website,IA,Total Tests (PCR),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Total Tests""",unclear on labs missing negatives,Negative Reporting,website,Neither Iowa's website nor the their dashboard includes any information on how the state handles negative test reporting.,https://idph.iowa.gov/emerging-health-issues/novel-coronavirus,2020-12-18,2021-01-28T21:51:47.000Z,,,,
rec4c0nw71jClwKpp,unclear on labs missing negatives according to website,IA,Total PCR Tests (People),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Individuals Tested""",unclear on labs missing negatives,Negative Reporting,website,Neither Iowa's website nor the their dashboard includes any information on how the state handles negative test reporting.,https://idph.iowa.gov/emerging-health-issues/novel-coronavirus,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recABCZRWpx9JaO9m,unclear lab data source according to website,IA,Total Tests (PCR),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Total Tests""",unclear lab data source,Lab Data Source,website,Neither Iowa's website nor the their dashboard includes any information on where and how the state is getting their test results.,https://idph.iowa.gov/emerging-health-issues/novel-coronavirus,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recA6FcJRgLywzOtu,unclear lab data source according to website,IA,Total PCR Tests (People),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Individuals Tested""",unclear lab data source,Lab Data Source,website,Neither Iowa's website nor the their dashboard includes any information on where and how the state is getting their test results.,https://idph.iowa.gov/emerging-health-issues/novel-coronavirus,2020-12-18,2021-01-28T21:51:47.000Z,,,,
recJWh6NnDgr6qxSm,CSTE-2 probable cases according to website,WA,Probable Cases,"WA dash > pg. 1 > ""Probable Cases"" ",CSTE-2 probable cases,Cases,website,"On the first tab of the dashboard, there is a note that says ""...Probable cases are individuals with a positive antigen test for COVID-19 and no positive molecular test....""",https://www.doh.wa.gov/Emergencies/COVID19/DataDashboard,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recFBrjt6iUHzq3iZ,unclear residency according to website,AZ,Total Tests (PCR),"AZ dash > tab ""Laboratory Testing"" > tab ""Tests Conducted"" > dropdown ""Choose a test type to filter the data"" > select ""Diagnostic"" > ""Diagnostic tests completed for COVID-19"" note: screenshot this page with the diagnostic tests selected screenshot: https:",unclear residency,Residency,website,AZ does not provide data definitions on its dashboard nor does AZ mention residency in general searches on AZ covid resident/residency/in-state/out-of-state,,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recCRmaNl9jh8yo1A,"in-state residents, non-residents according to sleuthing",HI,Total PCR Tests (People),"updates: never HI site > click link ""Lab Testing"" > title ""COVID-19 Testing in Hawaii, 2020"" > ""Total Number of Tests Performed"" note: do not update until further notice","in-state residents, non-residents",Residency,sleuthing,"State page includes data on testing per population per county.
Re: nonresident testing -- County pages on trans-pacific travel indicate ""Travelers who participate in the State’s pre-travel test with negative results program must take a second COVID-19 test",https://www.rd.hawaiicounty.gov/economic-development/covid-19-help-for-businesses/hawai-i-county-covid-19-travel-information,2020-12-21,2021-01-28T21:51:47.000Z,,,,
rec3ILPoeo7iFhWbI,unclear residency according to website,IA,Total Tests (PCR),"IA dash > tab ""Positive Case Analysis"" > title ""PCR"" > ""Total Tests""",unclear residency,Residency,website,Unable to find any information about residency on the website.,,2020-12-21,2021-01-28T21:51:47.000Z,,,,
rec1yEvqXdvj92uH4,"in-state residents, out-of-state residents according to website",AK,Total Tests (PCR),"AK dash > ""Total Tests""","in-state residents, out-of-state residents",Residency,website,Testing Dashboard has region dropdown that includes Out-of-State. When selected data does appear just for that demographic.,https://experience.arcgis.com/experience/ed1c874ca60b4c15ab09095a070065ca,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recP4bpqmDpR5tXFO,labs missing negatives according to website,ID,Total Tests (PCR),"ID dash > tab ""Laboratory Testing"" > title ""PCR Tests"" >âTests Performed"" ",labs missing negatives,Negative Reporting,website,"Idaho's website says: ""Laboratories are required by law to report positive results. Negative test results are reported voluntarily. To accurately calculate the percentage of positive test results, both numerator and denominator data are needed; test result",https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recYIfd7QdGA6F2Yg,labs missing negatives according to website,ID,Total PCR Tests (People),"ID dash > tab ""Laboratory Testing"" >  ""Idahoans Tested""",labs missing negatives,Negative Reporting,website,"Idaho's website says: ""Laboratories are required by law to report positive results. Negative test results are reported voluntarily. To accurately calculate the percentage of positive test results, both numerator and denominator data are needed; test result",https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2020-12-21,2021-01-28T21:51:47.000Z,,,,
rec2Koj52cLBZL8j6,residents according to website,TX,Probable Cases,"TX dash > tab ""Maps"" > title ""Category Filter"" > click button ""Probable Cases"" > ""Probable Cases Total"" ",residents,Residency,website,"From data sources on dashboard, ""Because some jurisdictions report cases later in the day, local numbers may be more up to date. County case numbers may occasionally go down if the case investigation determines the person is a resident of another county or",https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/0d8bdf9be927459d9cb11b9eaef6101f,2020-12-21,2021-01-28T21:51:47.000Z,,,,
rec6iOSDVG81p5gbt,unclear lab data source according to website,ID,Total Tests (PCR),"ID dash > tab ""Laboratory Testing"" > title ""PCR Tests"" >âTests Performed"" ",unclear lab data source,Lab Data Source,website,Idaho does not provide any clear information about its lab data sources.,https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recdyj1S2IeUKjE0Z,unclear lab data source according to website,ID,Total PCR Tests (People),"ID dash > tab ""Laboratory Testing"" >  ""Idahoans Tested""",unclear lab data source,Lab Data Source,website,Idaho does not provide any clear information about its lab data sources.,https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recD1NFUfBIh4jzwM,unclear residency according to website,WA,Probable Cases,"WA dash > pg. 1 > ""Probable Cases"" ",unclear residency,Residency,website,"No explicit evidence found. At the bottom of the ""Current Status"" tab, it says that ""1,342 of 222,600 cases do not have an assigned county"" but it not clear whether these are non-residents or if they are residents that have not yet been connected to their ",https://www.doh.wa.gov/Emergencies/COVID19/DataDashboard,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recDyjWfrJhGcvFEK,unclear residency according to website,GU,Total Tests (PCR),"updates: Monday - Friday GU primary > most recent JIC release > table ""COVID-19 DIAGNOSTIC TESTING ON GUAM"" > row ""MOLECULAR TEST"" > column ""TOTAL""",unclear residency,Residency,website,"State page, dashboard, JIC press releases, sleuthing do not discuss residency. Emphasis is on quarantining for visitors rather than on testing.",http://dphss.guam.gov/covid-19/,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recHNE5XrhMYWh7n3,unclear residency according to website,GU,Positive,"GU primary > most recent JIC release > table ""COVID-19 CASE COUNT"" > ""COVID-19 Cases""",unclear residency,Residency,website,"State page, dashboard, JIC press releases, sleuthing do not discuss residency.",https://ghs.guam.gov/coronavirus-covid-19,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recvqxzQnbxLXuYZc,unclear residency according to website,GU,Positive Cases (PCR),"GU primary > most recent JIC release > table ""COVID-19 CASE COUNT"" > ""Confirmed Cases"" ",unclear residency,Residency,website,"State page, dashboard, JIC press releases, sleuthing do not discuss residency.",https://ghs.guam.gov/coronavirus-covid-19,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recA9wd0XmLrcAe5h,unclear residency according to website,GU,Probable Cases,"GU primary > most recent JIC release > table ""COVID-19 CASE COUNT"" > ""Probable Cases""",unclear residency,Residency,website,"State page, dashboard, JIC press releases, sleuthing do not discuss residency.",https://ghs.guam.gov/coronavirus-covid-19,2020-12-21,2021-01-28T21:51:47.000Z,,,,
reciO1yUczJLT5dw3,unclear residency according to website,GU,Deaths (confirmed and probable),"GU primary > most recent JIC release > ""...officially reported cases of COVID-19 with XXX deaths""",unclear residency,Residency,website,"State page, dashboard, JIC press releases, sleuthing do not discuss residency.",https://ghs.guam.gov/coronavirus-covid-19,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recbPBI2kfAH98sQP,labs missing negatives according to website,IL,Total Tests (PCR),"IL primary > title ""Coronavirus Disease 2019 (COVID-19) in Illinois"" > ""Total Tests Performed""",labs missing negatives,Negative Reporting,website,"IL's website says that test data refers to: ""Total molecular and antigen tests performed and reported electronically for testing of COVID-19 at IDPH, commercial or hospital laboratories.""",https://www.dph.illinois.gov/covid19/covid19-statistics,2020-12-21,2021-01-28T21:51:47.000Z,,,,
recE4qMhlZ4PFd0Up,"in-state residents, out-of-state residents according to website",NY,Deaths (confirmed and probable),"NY dash > click link ""Click for Fatality Data"" >  table ""Fatalities by County"" > column ""Place of Fatality"" > row ""Grand Total""","in-state residents, out-of-state residents",Residency,website,"Fatalities are broken down by ""Place of Fatality"" and ""Deaths by County of Residence."" Therefore in theory it would seem the numbers would include both residents and non-residents of a given county, including out-of-state residents. However this should be ",https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n,2020-12-21,2021-01-28T21:51:47.000Z,,,,
